road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,431.167,Box Culvert,LRP427d,ON SIFAPAING BOX CULVERT,3.0,A,100847,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,431.167,10.2,1999.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1005774145454,92.208578050909,interpolate
N1,431.398,Box Culvert,LRP427e,UNCHING OPLONG CULVERT (1),1.2,A,100844,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,431.398,10.2,1999.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0988710315789,92.2096579157894,interpolate
N1,431.877,Box Culvert,LRP428a,KUTUB DIA PARA (1) CULVERT,2.7,A,100843,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,431.877,10.2,1964.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0950312659147,92.2114600974937,interpolate
N1,431.946,Box Culvert,LRP428b,KUTUB DIA PARA CULVERT,2.7,A,100841,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,431.946,10.2,1966.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0944452155388,92.2116762629072,interpolate
N1,432.19,Slab Culvert,LRP428c,KUTUB - DIA PARA (3),4.2,A,100840,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.19,10.3,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0923827310126,92.2123111474683,interpolate
N1,432.411,Slab Culvert,LRP428d,KANGOR PARA,2.7,A,100885,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.411,10.2,1986.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0905260238297,92.2128845902127,interpolate
N1,432.62,Box Culvert,LRP429a,KANGOR PARA MOZGID,1.2,A,100881,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.62,10.2,1976.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.088867034104,92.213695567052,interpolate
N1,432.865,Slab Culvert,LRP429b,KHAN GIOR PARA (1),2.8,A,100883,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.865,10.2,1964.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0869591497109,92.2148363748555,interpolate
N1,432.924,Box Culvert,LRP429c,KHANGOR PRAMARY (2),1.2,A,100875,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.924,10.2,1984.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0864997,92.2151111,interpolate
N1,433.178,RCC Girder Bridge,LRP429d,Khan Gor Para Bridge,14.0,A,120512,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.178,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0844125039525,92.2159198454545,interpolate
N1,433.441,Box Culvert,LRP429f,RHANCHOR PARA BOX CULVERT,1.2,A,100872,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.441,10.2,1966.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0822419459459,92.2166012177177,interpolate
N1,433.665,Box Culvert,LRP430a,KHANCHOR PARA (2),1.0,A,100871,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.665,10.2,1984.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0804429857142,92.2174040714285,interpolate
N1,433.826,Box Culvert,LRP430b,KHANCHOR PARA- BOX CULVERT,1.0,A,100870,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.826,10.2,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.079224345977,92.2181232950191,interpolate
N1,434.124,Slab Culvert,LRP430c,NOYA PARA (1) BOX CULVERT,3.0,A,100869,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,434.124,10.2,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.077282565,92.2199300692307,interpolate
N1,434.573,RCC Girder Bridge,LRP431a,NAYAPARA,5.8,A,100867,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,434.573,7.3,1974.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0741777849315,92.2222489445205,interpolate
N1,434.831,Box Culvert,LRP431b,NOYA PARA,1.3,A,100865,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,434.831,10.2,1962.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0724929467032,92.2235128087912,interpolate
N1,435.748,Box Culvert,LRP432a,NINA BAZAR BOX CULVERT,1.2,A,100882,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,435.748,10.3,1964.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0650398482758,92.2245345498084,interpolate
N1,439.579,Box Culvert,LRP435c,ALI AXBAR PARA BOX CULVERT,6.2,A,100860,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,439.579,11.5,1984.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0376449596296,92.2390520348148,interpolate
N1,440.724,Slab Culvert,LRP437a,NILLA BOX CULVERT (1),4.4,A,100856,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,440.724,10.2,1976.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0279544680791,92.2415858245762,interpolate
N1,440.977,Slab Culvert,LRP437b,NILA. BARAR BOX CULVERT,2.9,A,100855,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,440.977,10.2,1968.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0256598717703,92.2418041698564,interpolate
N1,441.666,Slab Culvert,LRP438a,NILA - DORGA- PARA-(1) BOX,2.8,A,100853,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,441.666,9.6,1962.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0198087471074,92.2428140276859,interpolate
N1,441.974,Slab Culvert,LRP438b,NILA DOGA PARA BOX CULVERT,2.8,A,100927,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,441.974,9.6,1974.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0173417560386,92.2438384763284,interpolate
N1,442.161,Slab Culvert,LRP438c,NAT MURA PARA BOX CULVERT,1.9,A,100931,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,442.161,10.2,1966.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.015929034375,92.2447567,interpolate
N1,446.71,RCC Girder Bridge,LRP443a,Ladapara Bridge,36.6,A,120541,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,446.71,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9790279773542,92.2512228468609,interpolate
N1,447.084,Slab Culvert,LRP443c,NAYAPARA BOX CULVERT,2.8,A,100959,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,447.084,10.15,1985.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9759372216027,92.2499898655052,interpolate
N1,447.893,Box Culvert,LRP444a,NAYA PARA BOX CULVERT,1.2,A,101090,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,447.893,9.8,1985.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9691570827586,92.2486529011494,interpolate
N1,448.391,Box Culvert,LRP444c,NOYA PARA CULVERT,1.2,A,114953,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.391,10.3,1987.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9655685949554,92.2508723928783,interpolate
N1,448.481,Box Culvert,LRP444d,NOYA PARA CULVERT,1.2,A,100911,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.481,10.3,1987.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9649678916913,92.2514288706231,interpolate
N1,448.581,Box Culvert,LRP444e,NOYA PARA (MUSJID) BOX CULVERT(L),1.2,A,100908,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.581,10.2,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9641892820433,92.2518817702786,interpolate
N1,448.581,Box Culvert,LRP444e,NOYA PARA BOX CULVERT(R),1.2,A,100909,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.581,10.2,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9641892820433,92.2518817702786,interpolate
N1,448.926,RCC Girder Bridge,LRP445a,Noya Para Bridge,9.2,A,120545,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.926,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9614231446428,92.2532539928571,interpolate
N1,448.926,RCC Girder Bridge,LRP445a,NOYA PARA (BRAC SCHOOL),9.2,A,101092,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.926,7.3,1985.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9614231446428,92.2532539928571,interpolate
N1,449.439,Box Culvert,LRP445d,JADIMORH BOX CULVERT,1.2,A,100903,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,449.439,10.3,1972.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9571000129411,92.2546526588235,interpolate
N1,449.7,RCC Girder Bridge,LRP446a,Jadimura bridge,7.5,A,120547,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,449.7,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9549388422619,92.2555312529762,interpolate
N1,449.7,RCC Girder Bridge,LRP446a,JADIMURA BRIDGE.,7.5,A,101089,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,449.7,7.3,1982.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9549388422619,92.2555312529762,interpolate
N1,450.446,RCC Girder Bridge,LRP446b,Umor khali Bridge,35.5,A,120549,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,450.446,7.3,1990.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9491451322709,92.2584208880478,interpolate
N1,450.599,Box Culvert,LRP446d,DONDO MIA BOX CULVERT,1.5,A,100900,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,450.599,10.3,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9481536869565,92.2592633282608,interpolate
N1,450.759,Slab Culvert,LRP447a,DONDO MIA BOX CULVERT,2.7,A,100899,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,450.759,10.3,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9470947924242,92.2597883075757,interpolate
N1,450.943,Box Culvert,LRP447b,DOMMO MIA BOX CULVERT,1.2,A,100894,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,450.943,10.3,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9458507925133,92.2603333,interpolate
N1,452.561,RCC Girder Bridge,LRP448c,Domodia Bridge(1),13.5,A,120558,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.561,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9324260319587,92.2636134,interpolate
N1,452.624,RCC Girder Bridge,LRP449a,Domdomia Bridge(2),13.5,A,120562,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.624,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9318757724226,92.263712625,interpolate
N1,452.793,Slab Culvert,LRP449c,DONDOMIA,2.7,A,100926,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,452.793,10.3,1974.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9303996793814,92.2639787999999,interpolate
N1,454.219,Box Culvert,LRP450c,KARUNTON BOX CULVERT,1.2,A,100938,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.219,7.8,1987.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9188881999999,92.26870765,interpolate
N1,454.33,RCC Girder Bridge,LRP450d,Karumtoli choto(1) Bridge,6.0,A,120569,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.33,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.91799614,92.2691008942857,interpolate
N1,454.33,RCC Girder Bridge,LRP450d,KARUM TOLI SHOTHA (1),6.0,A,100943,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.33,7.3,1984.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.91799614,92.2691008942857,interpolate
N1,454.498,RCC Girder Bridge,LRP450e,SHOLO BANDOR TAKNAF,6.0,A,100945,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.498,7.35,1986.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9167064980392,92.2698571431372,interpolate
N1,454.769,Slab Culvert,LRP451b,KARUMTOLI (3)BOX CULVERT,2.8,A,100954,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,454.769,10.2,1987.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9146350810344,92.2712067017241,interpolate
N1,455.062,RCC Girder Bridge,LRP451c,Karumtoli(1) Bridge,33.7,A,120574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.062,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9126751559322,92.2727211220339,interpolate
N1,455.206,Slab Culvert,LRP451e,KARUM TOLI BOX CULVERT,1.3,A,100966,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.206,11.3,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9116242986547,92.2733424008968,interpolate
N1,455.366,RCC Girder Bridge,LRP451f,Karumtoli(2) Bridge,29.3,A,120575,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.366,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9104284959641,92.2741396026905,interpolate
N1,455.447,RCC Girder Bridge,LRP451h,Karumtoli (3) Bridge,10.6,A,120576,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.447,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.909823120852,92.2745431860986,interpolate
N1,455.447,RCC Girder Bridge,LRP451h,KARUM TOLI RCC GIDER BRIDGE,10.6,A,100968,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.447,7.3,1972.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.909823120852,92.2745431860986,interpolate
N1,455.496,RCC Girder Bridge,LRP451i,Polashir Bridge,10.6,A,120578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.496,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.909456906278,92.2747873291479,interpolate
N1,455.496,RCC Girder Bridge,LRP451i,KARAN TOLI RCC GIDER BRIDGE,10.6,A,100969,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.496,7.3,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.909456906278,92.2747873291479,interpolate
N1,455.688,RCC Girder Bridge,LRP452a,BAROY TOLI RCC GIDER BRIDGE,30.0,A,100970,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.688,7.3,1972.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.908032127731,92.2756905852941,interpolate
N1,455.765,Slab Culvert,LRP452c,BORY TOLI SLAB CULVERT,2.8,A,100913,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.765,10.9,1979.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9074479630252,92.2760590529411,interpolate
N1,455.975,Slab Culvert,LRP452d,BORYTOLI SLAB CULVERT,2.8,A,100912,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,455.975,10.3,1981.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9059771479674,92.2770855585365,interpolate
N1,456.064,Slab Culvert,LRP452e,BARITOLI BOX CULVERT,2.8,A,100910,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.064,10.3,1986.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9053051369863,92.2775738958904,interpolate
N1,456.164,RCC Girder Bridge,LRP452f,Gilatoli (1) Bridge,17.5,A,120584,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.164,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9045718551546,92.2780768381443,interpolate
N1,456.287,RCC Girder Bridge,LRP452h,Baroytoli Bridge,8.3,A,120587,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.287,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9036912639175,92.2786932329896,interpolate
N1,456.359,RCC Girder Bridge,LRP452i,Baraytoli (3) Bridge,6.1,A,120588,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.359,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9032027737864,92.2790446582524,interpolate
N1,456.549,RCC Girder Bridge,LRP452j,Naiton Para(1) Bridge,23.0,A,120589,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,456.549,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9018849327974,92.2798735897106,interpolate
N1,457.365,RCC Girder Bridge,LRP453a,Naitom Para (2) Bridge,15.1,A,120592,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,457.365,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.8970988542857,92.2850607666666,interpolate
N1,457.751,RCC Girder Bridge,LRP454a,Naitong Para (3) Bridge,9.0,A,120594,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,457.751,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.8950896142857,92.2879523785714,interpolate
N1,457.751,RCC Girder Bridge,LRP454a,NAITANG PARA RCC GIDER BRIDGE,9.0,A,100897,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,457.751,7.4,1982.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.8950896142857,92.2879523785714,interpolate
N1,458.213,RCC Girder Bridge,LRP454b,Naitom Para(4) Bridge,9.0,A,120595,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,458.213,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.892271114035,92.2909840333333,interpolate
N1,459.681,Box Culvert,LRP456a,BUS STAND TEKNAF BOX CULVERT,1.5,A,100891,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,459.681,10.3,1991.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.8845667240506,92.2987158890295,interpolate
N1,8.976,PC Girder Bridge,LRP008b,KANCHPUR PC GIRDER BRIDGE,397.0,C,101102,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,8.976,14.65,1986.0,8.0,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.7050598925675,90.5232141463513,interpolate
N1,17.134,RCC Girder Bridge,LRP017b,Langalbandh Bridge.,159.52,C,119909,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,17.134,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6544257051136,90.576730225,interpolate
N1,18.742,PC Girder Bridge,LRP019a,MOLLIK PARA BRIDGE (R),40.5,C,109819,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,18.742,9.25,2001.0,1.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6459685949152,90.5892119813559,interpolate
N1,24.393,PC Box,LRP024a,MEGHNA BRIDGE,900.0,C,101123,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,24.393,9.2,1989.0,13.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.6027595885583,90.6155316965675,interpolate
N1,34.111,Box Culvert,LRP034c,BOCTAR KANDI BOX CULVERT,5.1,C,109835,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,34.111,21.0,1993.0,1.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.5393910168,90.6784577888,interpolate
N1,37.01,PC Box,LRP037a,Daud Kandi Bridge,1408.8,C,104578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,37.01,9.2,1995.0,17.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.5303844733,90.7024402743,interpolate
N1,39.304,RCC Girder Bridge,LRP040b,Baldhakhal Bridge,23.1,C,120035,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,39.304,,,,Dhaka,Dhaka,Narayanganj,Vitikandi,23.5324186,90.7242807234,interpolate
N1,39.304,RCC Girder Bridge,LRP040b,BALDHA KHAL RCC GIDER BRIDGE,21.8,C,101124,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,39.304,7.6,1976.0,1.0,Dhaka,Dhaka,Narayanganj,Vitikandi,23.5324186,90.7242807234,interpolate
N1,42.936,RCC Girder Bridge,LRP043a,SHAHID NAGIR,16.5,C,112552,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,42.936,11.5,1992.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5298050611,90.75825325,interpolate
N1,42.936,RCC Girder Bridge,LRP043a,Shahid Nagor Bridge,16.5,C,120390,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,42.936,,,,Comilla,Comilla,Comilla,Gouripur,23.5298050611,90.75825325,interpolate
N1,45.164,Box Culvert,LRP046a,SARKAR BARI CULVERT,3.9,C,101134,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,45.164,12.0,1978.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5307655282208,90.7800797251533,interpolate
N1,46.871,Slab Culvert,LRP047a,AMIRABATH SLAB CULVERT,6.5,C,101140,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,46.871,8.2,1988.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5308683409424,90.7918075171727,interpolate
N1,48.384,RCC Bridge,LRP049a,Ginlatoly,15.9,C,112549,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,48.384,11.5,1989.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5318234765,90.8110155135,interpolate
N1,52.313,Box Culvert,LRP053a,AITAL BANGA BOX CULVERT,4.5,C,101151,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,52.313,12.0,1993.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.5229166652,90.8442186132,interpolate
N1,56.006,RCC Girder Bridge,LRP056a,Illiot bazar Bridge,28.9,C,120394,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,56.006,,,,Comilla,Comilla,Comilla,Gouripur,23.510087758207,90.8757204035353,interpolate
N1,71.156,RCC Girder Bridge,LRP072a,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.1,C,101179,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,71.156,9.2,1986.0,3.0,Comilla,Comilla,Comilla,Gouripur,23.4868805937254,91.017566692647,interpolate
N1,71.156,RCC Girder Bridge,LRP072a,Chandinan-Shahapara Bridge.,22.55,C,120395,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,71.156,9.2,1986.0,3.0,Comilla,Comilla,Comilla,Gouripur,23.4868805937254,91.017566692647,interpolate
N1,78.382,Slab Culvert,LRP079a,KABILA DUBARCHAR SLAB CULVERT,1.0,C,101191,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,78.382,12.3,1993.0,1.0,Comilla,Comilla,Comilla,Gouripur,23.4776722851,91.0847406393,interpolate
N1,87.713,RCC Girder Bridge,LRP088a,Dhanpur Bridge,22.85,C,120396,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,87.713,9.2,1988.0,3.0,Comilla,Comilla,Comilla,Comilla,23.4436339598272,91.1493668151188,interpolate
N1,91.092,RCC Girder Bridge,LRP092a,Paduar Bazar Bridge,35.97,C,120398,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,91.092,,,,Comilla,Comilla,Comilla,Comilla,23.4212487704918,91.1678943372365,interpolate
N1,93.6,RCC Girder Bridge,LRP094a,Mostapur Bridge,27.35,C,120400,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,93.6,9.2,1990.0,3.0,Comilla,Comilla,Comilla,Comilla,23.4119324230158,91.1939029849206,interpolate
N1,97.257,RCC Girder Bridge,LRP098a,Matigara Bridge,27.35,C,120401,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,97.257,9.2,1995.0,3.0,Comilla,Comilla,Comilla,Comilla,23.3976518197887,91.2234221346859,interpolate
N1,103.456,RCC Girder Bridge,LRP104a,LAL BAG RCC GIDER BRIDGE,22.8,C,101222,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,103.456,9.3,1984.0,3.0,Comilla,Comilla,Comilla,Comilla,23.3521636774381,91.2572910746724,interpolate
N1,103.456,RCC Girder Bridge,LRP104a,Lalbag Bridge.,22.88,C,120405,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,103.456,,,,Comilla,Comilla,Comilla,Comilla,23.3521636774381,91.2572910746724,interpolate
N1,123.681,Box Culvert,LRP124a,BOSONTA PUR BOX CULVERT,6.1,C,101203,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,123.681,10.9,1986.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1874350254302,91.3209051317399,interpolate
