road,id,model_type,condition,name,lat,lon,length
N1,1000323,link,Z,Ctg 133 km,23.172916,91.3205271,547.200827336623
N1,1000324,bridge,B,BASHONTA PUR (2),23.1817958149837,91.3208787514658,9.5
N1,1000325,link,Z,Km post missing,23.1826382,91.3210827,1082.5501138059903
N1,1000326,bridge,C,BOSONTA PUR BOX CULVERT,23.1874350254302,91.3209051317399,6.1
N1,1000327,link,Z,Bridge end,23.1866108,91.3212771,442.1796614424624
N1,1000328,link,Z,Km post missing,23.1909997,91.3192493,530.2128075406293
N1,1000329,bridge,A,ATTOCK GRAM BOX CULVERT,23.1961887953757,91.3176705069364,6.1
N1,1000330,link,Z,Km post missing,23.1990274,91.3170549,920.3848001306542
N1,1000331,bridge,A,FALGUNCORA CULVERT,23.2050386287937,91.3163167282749,6.1
N1,1000332,link,Z,Km post missing,23.2078889,91.3159722,991.5473648020253
N1,1000333,bridge,B,HAYDAR POLE BOX CULVERT,23.2131955721448,91.3153497403899,14.3
N1,1000334,link,Z,Km post missing,23.2165556,91.3149167,969.7109475719185
N1,1000335,link,Z,Box culvert,23.2184993,91.3143889,222.75785466492601
N1,1000336,bridge,A,CHADDAGRAM BAZAR BOX CULVERT,23.2220338977777,91.3137005933333,6.0
N1,1000337,bridge,B,CHAUDDAGARAM BOX CULVERT,23.2259184472573,91.3135697177215,2.6
N1,1000338,link,Z,Km post missing,23.2253882,91.3135833,770.4214729501846
N1,1000339,bridge,B,KALIA BAZER BOC CULVERT,23.2289195919642,91.3134220678571,3.1
N1,1000340,link,Z,Box culvert,23.2314993,91.3132222,680.5243408960008
N1,1000341,bridge,A,KALIR BAZAR BOX CULVERT,23.2360759516523,91.3129901976744,2.5
N1,1000342,link,Z,Km post missing,23.2343052,91.3131667,312.05337677539916
N1,1000343,bridge,A,BALUZURI 2 CULVERT,23.2397920309669,91.3125740860465,2.6
N1,1000344,bridge,B,BALUJURI BOX CULVERT,23.2429040619631,91.3119739539877,19.2
N1,1000345,link,Z,Km post missing,23.243083,91.3119167,984.3673270239461
N1,1000346,bridge,B,SONAGATI BOX CULVERT,23.2443915125925,91.3114032292592,2.5
N1,1000347,link,Z,Box culvert,23.2452774,91.3110556,259.3822227696089
N1,1000348,link,Z,Bridge end,23.2481663,91.3098889,342.63349358972687
N1,1000349,bridge,B,HARISHARDE CULVERT,23.2527463398104,91.3083926405213,4.5
N1,1000350,link,Z,Km post missing,23.2511944,91.3086389,360.11405228420745
N1,1000351,bridge,B,RANGAMATIA (1) BOX CULVERT,23.2618360940594,91.3070217386138,3.0
N1,1000352,bridge,B,RANGOWATIA 2 CULVERT,23.25941665,91.3073611,3.0
N1,1000353,bridge,B,NOWA PARA BOX CULVERT,23.2576429774881,91.3076156494075,3.6
N1,1000354,link,Z,Km post missing,23.2601111,91.3072778,1001.1948428888328
N1,1000355,link,Z,Box culvert,23.2636667,91.30675,399.0242652748181
N1,1000356,link,Z,Box culvert,23.2654444,91.3064444,200.12118107016482
N1,1000357,link,Z,Km post missing,23.2686382,91.3049722,385.66430094383026
N1,1000358,bridge,B,AMAN GONG SLAB CULVERT,23.27301895,91.3029661882,6.3
N1,1000359,link,Z,Km post missing,23.2768882,91.3011944,995.218148998382
N1,1000360,link,Z,Box culvert,23.2787216,91.3002778,224.33559002663796
N1,1000361,bridge,B,BOWCHI BAZAR CULVERT,23.2821949258397,91.2966655096899,4.6
N1,1000362,link,Z,Km post missing,23.283583,91.2952219,747.5912726570301
N1,1000363,bridge,A,SUPUYA BOX CULVERT,23.2897066386454,91.2929584711155,13.4
N1,1000364,link,Z,Km post missing,23.2919163,91.2922219,975.9670656850769
N1,1000365,bridge,A,LALGORE BEZER CULVERT,23.2979675271676,91.2910141369942,3.2
N1,1000366,link,Z,Bridge end,23.2959719,91.2915274,456.5062322086979
N1,1000367,bridge,B,DHARMA PUR SLAB CULVERT,23.3034306450331,91.2889770397351,2.6
N1,1000368,link,Z,Km post missing,23.3006111,91.290333,530.0815026988208
N1,1000369,bridge,B,DOLL BARI CULVERT,23.3083612731261,91.2865787034735,19.2
N1,1000370,link,Z,Km post missing,23.3086944,91.2864163,983.8033546971078
N1,1000371,link,Z,Box culvert,23.3096389,91.2861386,108.78496341003327
N1,1000372,link,Z,Bridge end,23.31475,91.2845552,590.8820439536012
N1,1000373,bridge,A,NOYA BAZER BOX CULVERT,23.3180696869138,91.2830867321701,9.2
N1,1000374,link,Z,Km post missing,23.3171382,91.2836941,279.73495006792024
N1,1000375,link,Z,Bridge end,23.3240827,91.279166,900.0367582637779
N1,1000376,link,Z,Km post missing,23.3246382,91.278666,80.13667456095193
N1,1000377,bridge,A,MIABAZAR BOX CULVERT,23.3301462324,91.2748792824,24.0
N1,1000378,link,Z,Km post missing,23.3321938,91.2734716,993.548202443762
N1,1000379,link,Z,Road to Harishchar (Z1046),23.3347219,91.271166,366.6590207206726
N1,1000380,link,Z,Bridge end,23.3357219,91.2703049,141.75284265654622
N1,1000381,link,Z,Bridge start,23.3360274,91.2700549,42.4909097253507
N1,1000382,bridge,A,CHANSIRI BOXCUIVERT,23.342671472,91.264485636,14.3
N1,1000383,link,Z,Km post missing,23.3390552,91.2672216,443.8804995294982
N1,1000384,link,Z,Km post missing,23.3463608,91.2616944,989.1065003883724
N1,1000385,link,Z,Box culvert,23.3486386,91.2599444,309.9503371187702
N1,1000386,bridge,C,LAL BAG RCC GIDER BRIDGE,23.3521636774381,91.2572910746724,22.8
N1,1000387,bridge,C,Lalbag Bridge.,23.3521636774381,91.2572910746724,22.88
N1,1000388,link,Z,Km post missing,23.3536944,91.2561389,683.3538172766257
N1,1000389,link,Z,Bridge end,23.3584444,91.2533333,600.8309706553052
N1,1000390,link,Z,"Ctg 156 km,Feni 43 km",23.3615278,91.2515556,387.921009068999
N1,1000391,bridge,A,Suagazi Bridge.,23.3713647755,91.2450175414999,30.48
N1,1000392,bridge,A,SUAGAZI RCC GIDER BRIDGE,23.3713647755,91.2450175414999,30.4
N1,1000393,link,Z,Km post missing,23.3695827,91.2462774,1045.2254961236683
N1,1000394,link,Z,Km post missing,23.377166,91.2409163,1005.2186576930964
N1,1000395,link,Z,Bridge end,23.3777493,91.2405274,76.04224280127818
N1,1000396,link,Z,Bridge start,23.3779716,91.2403608,30.002624805074145
N1,1000397,link,Z,Km post missing,23.3843886,91.2351108,892.332541133678
N1,1000398,link,Z,Box culvert,23.3849719,91.2346108,82.52851154003133
N1,1000399,link,Z,Box culvert,23.385083,91.2345552,13.594719886144723
N1,1000400,link,Z,Km post missing,23.3915274,91.2292493,898.1814412435865
N1,1000401,bridge,A,RAZAPARA RCC GIDER BRIDGE,23.3976518197887,91.2234221346859,27.9
N1,1000402,bridge,C,Matigara Bridge,23.3976518197887,91.2234221346859,27.35
N1,1000403,link,Z,Km post missing,23.398213447804338,91.22288776581436,987.0198307606148
N1,1000404,link,Z,Bridge end,23.4035556,91.2178049,788.6133490461162
N1,1000405,link,Z,Bridge start,23.40375,91.2176382,27.507187707642906
N1,1000406,link,Z,Ctg 162 km,23.4048056,91.2165278,163.147535408746
N1,1000407,link,Z,Ctg 163 km,23.4100833,91.2087778,984.7971818902138
N1,1000408,link,Z,Ctg 164 km,23.4113056,91.1988886,1018.2196949423533
N1,1000409,bridge,C,Mostapur Bridge,23.4119324230158,91.1939029849206,27.35
N1,1000410,bridge,B,MOSTAPUR RCC GIDER BRIDGE,23.4119324230158,91.1939029849206,27.9
N1,1000411,link,Z,Km post missing,23.4125,91.1893886,978.4402288196844
N1,1000412,link,Z,Bridge end,23.4130556,91.1849163,460.5154492196105
N1,1000413,link,Z,Bridge start,23.4131111,91.1846663,26.245757884438028
N1,1000414,link,Z,"Ctg 66 km,Feni 52 km",23.4149444,91.1801382,505.014063007521
N1,1000415,link,Z,Km post missing,23.4195271,91.171416,1025.5398159737015
N1,1000416,bridge,C,Paduar Bazar Bridge,23.4212487704918,91.1678943372365,35.97
N1,1000417,bridge,B,PADUAR BAZER RCCGIDER,23.4212487704918,91.1678943372365,35.9
N1,1000418,link,Z,Rail Road Crossing,23.4213604,91.167666,433.5433264589741
N1,1000419,link,Z,Bridge end,23.423416,91.1632778,502.70777350695425
N1,1000420,link,Z,Bridge start,23.4235827,91.1629722,36.27444208144729
N1,1000421,link,Z,Ctg 168 km,23.4236938,91.1626944,30.91951513164471
N1,1000422,link,Z,Km post missing,23.4288882,91.1553889,942.9719808240084
N1,1000423,link,Z,Ctg 170 km,23.4373886,91.1521944,999.8133978173756
N1,1000424,bridge,A,DHANPUR RCC GIDER BRIDGE,23.4436339598272,91.1493668151188,23.4
N1,1000425,bridge,C,Dhanpur Bridge,23.4436339598272,91.1493668151188,22.85
N1,1000426,link,Z,Km post missing,23.4425274,91.1497774,622.341645676781
N1,1000427,link,Z,Cross Road with Z1052,23.4469441,91.1481386,518.790463270483
N1,1000428,link,Z,Bridge end,23.4486386,91.1472497,209.10459949836908
N1,1000429,link,Z,Bridge start,23.448833,91.1471386,24.407238194810734
N1,1000430,link,Z,Km post missing,23.4513056,91.1460552,296.3219765656017
N1,1000431,link,Z,Km post missing,23.4595833,91.1421386,1003.4056496052082
N1,1000432,link,Z,Km post missing,23.4682216,91.1394441,999.0819422426522
N1,1000433,link,Z,Km post missing,23.4767216,91.1364441,993.4515536213847
N1,1000434,bridge,A,AMTOLI SLAB CULVERT,23.479544924,91.129047144,2.9
N1,1000435,link,Z,Km post missing,23.4800827,91.1276382,972.7662315324262
N1,1000436,bridge,A,TIPRA BAZAR BOX CULVERT,23.4794083880733,91.1238920825688,1.4
N1,1000437,link,Z,Box culvert,23.4793327,91.1234716,433.0497555379867
N1,1000438,link,Z,Road to Brahmanbaria(N102),23.4789716,91.118166,542.5981632170954
N1,1000439,link,Z,Km post missing,23.4789716,91.1179993,17.00151526650849
N1,1000440,bridge,B,NAZIRA BOX CULVERT,23.4781159049382,91.1070332074074,3.0
N1,1000441,link,Z,Km post missing,23.4779993,91.1055278,1276.5432303897906
N1,1000442,link,Z,Box culvert,23.4778604,91.1036111,196.092471616826
N1,1000443,link,Z,Km post missing,23.4775549,91.0986663,505.461313767913
N1,1000444,bridge,C,KABILA DUBARCHAR SLAB CULVERT,23.4776722851,91.0847406393,1.0
N1,1000445,link,Z,Km post missing,23.4781938,91.0889997,988.4484196298185
N1,1000446,link,Z,Km post missing,23.4770271,91.0794716,980.3898121806984
N1,1000447,bridge,A,NIMSHAR SLAB CULVERT,23.480613086,91.0674097692,1.5
N1,1000448,link,Z,Km post missing,23.4801104,91.0706382,963.941146293718
N1,1000449,link,Z,Km post missing,23.4815549,91.0613611,959.6829211626276
N1,1000450,bridge,B,COREPAI BOX CULVERT,23.4817498298684,91.0563549686842,4.6
N1,1000451,link,Z,Km post missing,23.4821382,91.0516944,988.0038647604555
N1,1000452,bridge,B,CORI PAI BOX CULVERT,23.4817873233065,91.0463348850746,4.6
N1,1000453,link,Z,Ctg 184 km,23.4814716,91.0419719,994.3303631566354
N1,1000454,link,Z,Km post missing,23.4827771,91.0321382,1013.3537308389762
N1,1000455,link,Z,Km post missing,23.4846386,91.0229438,960.2652386649643
N1,1000456,bridge,C,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.4868805937254,91.017566692647,23.1
N1,1000457,bridge,C,Chandinan-Shahapara Bridge.,23.4868805937254,91.017566692647,22.55
N1,1000458,link,Z,Ctg 187 km,23.488333,91.0140833,992.6143958288052
N1,1000459,link,Z,Bridge end,23.4889441,91.01225,198.92767537878336
N1,1000460,link,Z,"Ctg 188 km,Comilla 20 km",23.4893052,91.0112778,106.9677843307557
N1,1000461,link,Z,Ctg 188 km,23.4896108,91.0043056,711.8405707031731
N1,1000462,link,Z,Road to Jhalam (Z1022),23.4893886,91.0034722,88.50910620911067
N1,1000463,link,Z,Road to Debiduar (Z1008),23.4894441,91.0033056,18.076069103406173
N1,1000464,link,Z,Km post Missing,23.4911386,90.9950274,864.98156632589
N1,1000465,bridge,A,MILL GHAT BOX CULVERT,23.4932728146,90.9887200416,4.5
N1,1000466,link,Z,Km post Missing,23.4942497,90.985833,999.4090035861554
N1,1000467,link,Z,Km post Missing,23.4942219,90.9765549,946.1568128484001
N1,1000468,bridge,B,KARON KHAL SLAB CULVERT,23.495896314,90.9715772516,4.6
N1,1000469,link,Z,Ctg 191 km,23.4972774,90.9674716,986.6212460117413
N1,1000470,link,Z,Box culvert,23.4980552,90.9660278,170.75380813156306
N1,1000471,link,Z,Km post Missing,23.4986386,90.9651111,113.78330822157982
N1,1000472,link,Z,Km post Missing,23.4995274,90.9541667,1120.4021876665051
N1,1000473,bridge,A,SONAPUR BOX CULVERT,23.5013551924,90.9473844088999,3.0
N1,1000474,bridge,B,MATIA BAZER,23.5024077848,90.9432418928,6.0
N1,1000475,link,Z,Km post Missing,23.5020278,90.9448886,986.1115390768947
N1,1000476,link,Z,Box culvert,23.5028611,90.9412774,379.7148824257383
N1,1000477,link,Z,Box culvert,23.5038611,90.9371386,436.43547828586327
N1,1000478,link,Z,"Z1017, Road to Companiganj",23.5043333,90.9354719,177.878167519675
N1,1000479,link,Z,Km post Missing,23.5042778,90.9354163,8.380226370104218
N1,1000480,bridge,B,BAKRA BOX CULVERT,23.5056131416,90.9214660218,3.0
N1,1000481,link,Z,Km post Missing,23.5055278,90.9257216,998.2789365172162
N1,1000482,link,Z,Km post Missing,23.5057222,90.9160278,988.6944498406251
N1,1000483,link,Z,Box culvert,23.50575,90.91525,79.37092017601536
N1,1000484,bridge,B,KHAT GHOR BOX CULVERT,23.5060024341,90.9021745389,5.9
N1,1000485,link,Z,Km post Missing,23.5062778,90.9063889,905.4506520930273
N1,1000486,link,Z,Km post Missing,23.5056389,90.8966108,999.5792759709863
N1,1000487,link,Z,Box culvert,23.5056111,90.8958886,73.70619421964642
N1,1000488,link,Z,Km post Missing,23.506,90.8869163,915.9083225488732
N1,1000489,bridge,C,Illiot bazar Bridge,23.510087758207,90.8757204035353,28.9
N1,1000490,bridge,B,ILLIOT BAZER,23.510087758207,90.8757204035353,28.9
N1,1000491,link,Z,Km post Missing,23.5088056,90.8778604,974.6754869964847
N1,1000492,link,Z,"Z1042, road to Bancharampur",23.5126667,90.871416,784.9238906626578
N1,1000493,link,Z,Bridge end,23.5131111,90.8706382,93.44168725289113
N1,1000494,link,Z,Km post Missing,23.5135833,90.8697771,102.30185040849516
N1,1000495,link,Z,Km post Missing,23.5170827,90.8607778,996.6706086940093
N1,1000496,link,Z,Km post Missing,23.5174993,90.8513889,958.4034218102415
N1,1000497,bridge,C,AITAL BANGA BOX CULVERT,23.5229166652,90.8442186132,4.5
N1,1000498,link,Z,Km post Missing,23.523166,90.8438886,990.8639268367739
N1,1000499,link,Z,Box culvert,23.5270549,90.8391386,649.2427190403292
N1,1000500,link,Z,Km post Missing,23.5292216,90.8365274,359.0473428424732
N1,1000501,bridge,A,RAIPUR BOX CULVERT,23.5329743291,90.8309774761999,12.2
N1,1000502,link,Z,Km post Missing,23.5344997,90.8287216,988.7977769494631
N1,1000503,link,Z,Bridge end,23.5347219,90.8251104,368.9742121447248
N1,1000504,link,Z,Bridge start,23.5346663,90.8249716,15.441705823207093
N1,1000505,link,Z,Km post Missing,23.5332493,90.8194716,582.4215217731966
N1,1000506,bridge,A,Ginlatoly bridge,23.5318234765,90.8110155135,15.9
N1,1000507,bridge,C,Ginlatoly,23.5318234765,90.8110155135,15.9
N1,1000508,link,Z,Km post Missing,23.5316382,90.8099167,990.4327042578484
N1,1000509,link,Z,Bridge end,23.530916,90.8043611,572.0481802716927
N1,1000510,link,Z,Bridge start,23.5308882,90.8041389,22.86289727359648
N1,1000511,link,Z,Km post Missing,23.5308604,90.8002222,399.3137356033316
N1,1000512,bridge,C,AMIRABATH SLAB CULVERT,23.5308683409424,90.7918075171727,6.5
N1,1000513,link,Z,Km post Missing,23.531166,90.7907219,969.1364370109754
N1,1000514,link,Z,Box culvert,23.5312216,90.7895552,119.10361749719658
N1,1000515,link,Z,"Z1053, Road to Homna",23.530666,90.7821938,753.022014103411
N1,1000516,bridge,C,SARKAR BARI CULVERT,23.5307655282208,90.7800797251533,3.9
N1,1000517,link,Z,Km post Missing,23.5308049,90.7811104,111.52579256260603
N1,1000518,link,Z,Box culvert,23.5304993,90.7731104,816.2971395368643
N1,1000519,link,Z,Km post Missing,23.5304438,90.7713049,184.17204190981315
N1,1000520,bridge,C,SHAHID NAGIR,23.5298050611,90.75825325,16.5
N1,1000521,bridge,C,Shahid Nagor Bridge,23.5298050611,90.75825325,16.5
N1,1000522,link,Z,Km post Missing,23.5299993,90.7615,1000.8212223392185
N1,1000523,link,Z,Km post broken,23.529416,90.75175,996.120732388879
N1,1000524,link,Z,Bridge end,23.5293882,90.7515833,17.27385160501502
N1,1000525,link,Z,Bridge start,23.5293882,90.7514167,16.984815347592424
N1,1000526,link,Z,Ctg 214 km,23.5289993,90.7419441,966.6975936601124
N1,1000527,link,Z,Km post missing,23.528916,90.7356108,645.7464039513079
N1,1000528,bridge,B,MAIS PARA BOX CULVERT,23.5317587831999,90.7291780095,6.0
N1,1000529,link,Z,Km post missing,23.5327216,90.7269993,974.5914295398586
N1,1000530,bridge,C,Baldhakhal Bridge,23.5324186,90.7242807234,23.1
N1,1000531,bridge,C,BALDHA KHAL RCC GIDER BRIDGE,23.5324186,90.7242807234,21.8
N1,1000532,link,Z,Box culvert,23.5322346,90.7226298386,448.7341273340534
N1,1000533,link,Z,Km post missing,23.5317216,90.7180271,472.69295567171565
N1,1000534,link,Z,Bridge end,23.5315827,90.7176104,45.202233052346365
N1,1000535,link,Z,Bridge start,23.5315271,90.7173604,26.226124775593274
N1,1000536,link,Z,Road to Matlab (Z1062),23.5314716,90.7172216,15.437572202944375
N1,1000537,link,Z,Start of Comilla road Division / Start of Comilla road Division,23.5313882,90.7153611,189.90099233180374
N1,1000538,link,Z,Daudkandi bridge,23.5307771,90.7090278,649.2353398515058
N1,1000539,link,Z,Km post missing,23.5307493,90.7082778,76.52391606025067
N1,1000540,bridge,A,Daudkandi Bridge.,23.5303844733,90.7024402743,1408.8
N1,1000541,bridge,C,Daud Kandi Bridge,23.5303844733,90.7024402743,1408.8
N1,1000542,link,Z,Km post missing,23.5301382,90.6984997,999.1793484209823
N1,1000543,bridge,A,Baushia bazar Bridge( L ),23.5313996605222,90.68744892596,25.45
N1,1000544,bridge,A,Baushia bazar Bridge ( R ),23.5313996605222,90.68744892596,25.45
N1,1000545,bridge,A,CHAR BOUSHEA (2),23.5301519626506,90.6897951837349,8.4
N1,1000546,bridge,B,BORAKANDI BRIDGE(L),23.5313996605222,90.68744892596,24.5
N1,1000547,bridge,B,CHAR BOWSHIA BRIDGE(R),23.5313996605222,90.68744892596,24.5
N1,1000548,link,Z,Km post missing,23.5301938,90.688833,985.5304603299526
N1,1000549,bridge,A,.,23.5327751898617,90.6858701078341,9.5
N1,1000550,link,Z,Box culvert,23.5341386,90.6843052,636.7725463881355
N1,1000551,link,Z,Bridge end,23.5358608,90.6823604,275.64566979617973
N1,1000552,bridge,C,BOCTAR KANDI BOX CULVERT,23.5393910168,90.6784577888,5.1
N1,1000553,link,Z,Km post missing,23.5362497,90.681916,62.629730540169774
N1,1000554,bridge,A,Madhya Baushia Bridge(L),23.54268543125,90.6748292125,72.49
N1,1000555,bridge,A,MADHAYA BAUSHIA BRIDGE(R),23.54268543125,90.6748292125,59.2
N1,1000556,bridge,A,MADHAYA BAUSHIA(L),23.54268543125,90.6748292125,70.0
N1,1000557,bridge,A,Madhya Baushia Bridge(R),23.54268543125,90.6748292125,59.83
N1,1000558,link,Z,Km post missing,23.542583,90.6749438,1000.5597793993171
N1,1000559,link,Z,Box culvert,23.5442219,90.6731104,261.0365010090473
N1,1000560,bridge,A,PURRANBUICHE BOX CULVERT,23.5477377446428,90.6690554098214,9.1
N1,1000561,bridge,A,NOYAPARA,23.5476246437499,90.669192065625,5.2
N1,1000562,link,Z,"Ctg 227 km,Comilla 60 km",23.5487497,90.6678327,736.8266378167262
N1,1000563,bridge,A,Baushia Bridge(R),23.5517421907216,90.6643538752577,29.87
N1,1000564,bridge,A,Baushia Bridge(L),23.5517421907216,90.6643538752577,29.9
N1,1000565,bridge,A,BOBARCHAR BRIDGE(L),23.5517421907216,90.6643538752577,28.9
N1,1000566,bridge,A,BOBAIRCHAR BRIDGE(R),23.5517421907216,90.6643538752577,28.9
N1,1000567,link,Z,"Ctg 228 km,Comilla 61 km",23.5538056,90.6619722,820.3151244014928
N1,1000568,bridge,A,Bhaber char Bridge(R),23.5557082901265,90.6597414245569,29.85
N1,1000569,bridge,A,Bhaber char Bridge(L),23.5557082901265,90.6597414245569,29.83
N1,1000570,bridge,A,VOBAR CHAR (L),23.5557082901265,90.6597414245569,29.0
N1,1000571,bridge,A,VOBAR CHAR BRIDGE(R),23.5557082901265,90.6597414245569,29.0
N1,1000572,link,Z,Bridge end,23.5562222,90.6591389,394.4757994465984
N1,1000573,link,Z,Bridge start,23.5564444,90.6588611,37.57987009675392
N1,1000574,bridge,A,Alipur bridge(R),23.5591910296296,90.6557475703703,27.4
N1,1000575,bridge,A,Alipur bridge(L),23.5591910296296,90.6557475703703,27.4
N1,1000576,bridge,A,ALI PURA P.C BRIDGE (RIGHT),23.5591910296296,90.6557475703703,26.3
N1,1000577,bridge,B,ALIPURA BRIDGE (LEFT),23.5591910296296,90.6557475703703,26.3
N1,1000578,link,Z,"Ctg 229 km,Comilla 62 km",23.5599722,90.6548056,569.8685429996291
N1,1000579,link,Z,Bridge end,23.5602222,90.6545,41.74926698278105
N1,1000580,link,Z,Bridge start,23.5604167,90.6542222,35.62978828479482
N1,1000581,link,Z,Bridge end,23.5636944,90.6504722,528.1316320231521
N1,1000582,bridge,A,VITIKANDA - ANAR PUR CULVERT,23.5660033956521,90.6486237247282,34.7
N1,1000583,link,Z,Km post missing,23.5666111,90.6481663,400.52486450991546
N1,1000584,bridge,A,Anarpara Bridge (L),23.5716306256965,90.6454159236842,29.85
N1,1000585,bridge,A,Anarpara Bridge (R),23.5716306256965,90.6454159236842,29.77
N1,1000586,bridge,A,ANARPUR BRIDGE(R),23.5716306256965,90.6454159236842,29.0
N1,1000587,bridge,A,ANAR PURA BRIDGE(L),23.5716306256965,90.6454159236842,29.0
N1,1000588,link,Z,Information missing,23.5745271,90.6436941,991.229549916019
N1,1000589,bridge,A,Bhater char Bridge (L),23.5779800248475,90.6419193089939,172.1
N1,1000590,bridge,A,Bhater char Bridge (R),23.5779800248475,90.6419193089939,173.25
N1,1000591,bridge,A,BHATIR CHAR BRIDGE,23.5779800248475,90.6419193089939,163.5
N1,1000592,link,Z,Bridge end,23.5776104,90.6421108,378.9211042262499
N1,1000593,link,Z,Km post missing,23.5828327,90.6378886,722.7380123170756
N1,1000594,bridge,A,BAILAKANDI CULVERT,23.5908088547468,90.6302368598101,5.5
N1,1000595,bridge,A,MALUAKANDI CULVEDRT,23.58631812254,90.6345094207093,5.6
N1,1000596,link,Z,Km post missing,23.5896108,90.6313882,1003.4235220250764
N1,1000597,bridge,A,TATULTALA CULVERT,23.5929818827893,90.6279699370919,5.6
N1,1000598,link,Z,Km post missing,23.5959997,90.624666,986.86659528775
N1,1000599,bridge,A,Meghna Bridge,23.6027595885583,90.6155316965675,924.85
N1,1000600,bridge,C,MEGHNA BRIDGE,23.6027595885583,90.6155316965675,900.0
N1,1000601,link,Z,Km post missing,23.6009444,90.6165556,992.6100492034146
N1,1000602,link,Z,Km post missing,23.609,90.6124722,987.6542345934101
N1,1000603,bridge,A,ASHIR CHAR (Right),23.6176407964705,90.6095506105882,224.8
N1,1000604,bridge,A,Asharirchar-2 Bridge.(R),23.613587384385,90.6109029561497,119.32
N1,1000605,bridge,A,Ashariachar-2 Bridge.(L),23.613587384385,90.6109029561497,119.48
N1,1000606,bridge,A,ASHARIR CHAR (L),23.613587384385,90.6109029561497,120.1
N1,1000607,bridge,B,ASHIR CHAR ( Left),23.6176407964705,90.6095506105882,213.5
N1,1000608,bridge,B,Ashariarchar Bridge(L),23.6176407964705,90.6095506105882,214.09
N1,1000609,bridge,B,Ashariarchar Bridge(R),23.6176407964705,90.6095506105882,224.82
N1,1000610,bridge,B,ASHIR CHAR (R),23.613587384385,90.6109029561497,116.8
N1,1000611,link,Z,Km post missing,23.6173604,90.6096944,971.7597830714124
N1,1000612,bridge,B,SANGAKADI CULVERT,23.6198832229508,90.6083528852459,5.5
N1,1000613,link,Z,Bridge end,23.6195271,90.6085833,266.1944453423727
N1,1000614,link,Z,Bridge start,23.6204716,90.6079722,122.09043705573525
N1,1000615,link,Z,Bridge end,23.6224993,90.6066944,260.3526798777434
N1,1000616,link,Z,"Ctg 238 km,Comilla 71 km",23.6252216,90.6049722,349.87725853965713
N1,1000617,bridge,A,Marikhali Bridge(L),23.6284668507692,90.6023015723077,86.92
N1,1000618,bridge,A,Marikhali Bridge(R),23.6284668507692,90.6023015723077,89.75
N1,1000619,bridge,A,MARIKHALL BRIDGE,23.6284668507692,90.6023015723077,89.2
N1,1000620,link,Z,Box culvert,23.6262771,90.6042222,140.0454769284704
N1,1000621,link,Z,Km post missing,23.6330549,90.5982774,966.8295701797119
N1,1000622,bridge,B,SHADIPUR BOX CULVERT,23.63380522,90.597394085,10.4
N1,1000623,link,Z,Bridge end,23.6335552,90.5976941,81.3974601356099
N1,1000624,bridge,A,KRIBORDI BOX CULVERT,23.6379543715384,90.5936673976923,6.0
N1,1000625,link,Z,Km post missing,23.6396941,90.5927219,850.0029513391652
N1,1000626,bridge,A,Sonakhal Bridge(L),23.6497543993548,90.5845490085483,25.5
N1,1000627,bridge,C,MOLLIK PARA BRIDGE (R),23.6459685949152,90.5892119813559,40.5
N1,1000628,bridge,B,SONARKALI BRIDGE(L),23.6497543993548,90.5845490085483,24.5
N1,1000629,bridge,B,Sonakhal Bridge(R),23.6497543993548,90.5845490085483,25.5
N1,1000630,bridge,B,SONARKALI BRIDGE(R),23.6497543993548,90.5845490085483,24.5
N1,1000631,bridge,B,MOLLIK PARA P.C(L),23.6459685949152,90.5892119813559,40.5
N1,1000632,bridge,B,Mollik para Bridge(R),23.6459685949152,90.5892119813559,40.33
N1,1000633,bridge,B,Mollik para Bridge(L),23.6459685949152,90.5892119813559,40.4
N1,1000634,link,Z,Km post missing,23.6476108,90.588083,999.0997482653573
N1,1000635,bridge,B,DARIKANDI BRIDGE (R),23.6515705663716,90.5814943946902,20.0
N1,1000636,bridge,B,DARIKANDI BRIDGE (L),23.6515705663716,90.5814943946902,20.0
N1,1000637,link,Z,Km post missing,23.6525278,90.5798882,997.8158590814521
N1,1000638,bridge,A,Darikandi Bridge (R),23.65397226,90.57741042,20.45
N1,1000639,bridge,A,Darikandi Bridge (L),23.65397226,90.57741042,20.5
N1,1000640,link,Z,Bridge end,23.6539167,90.5774993,288.19237552460964
N1,1000641,bridge,C,Langalbandh Bridge.,23.6544257051136,90.576730225,159.52
N1,1000642,bridge,B,LANGOLBANDO PC GIDER BRIDGE,23.6544257051136,90.576730225,159.5
N1,1000643,link,Z,Bridge start,23.6540556,90.5772771,27.39966637372466
N1,1000644,link,Z,Bridge start,23.6559722,90.5743327,367.9055732974519
N1,1000645,link,Z,Km post missing,23.6575,90.5719716,294.433324921286
N1,1000646,link,Z,Bridge end,23.6583056,90.5709993,133.53275307607655
N1,1000647,link,Z,Langalbandhu bridge,23.6591111,90.5697216,157.97743900596222
N1,1000648,bridge,B,MALIBAG BOX CULVERT,23.6633090696149,90.563856994797,5.55
N1,1000649,link,Z,Km post missing,23.6628333,90.5641111,705.56360660253
N1,1000650,link,Z,Box culvert,23.6705827,90.5599722,959.2673575941503
N1,1000651,link,Z,Km post missing,23.670916,90.5597778,42.01767713723629
